Europawahl 2024;
Vorläufiges Ergebnis;
Nr;Gebiet;gehört zu;Wahlberechtigte;;Wählende;;Ungültige Stimmen;;Gültige Stimmen;;Christlich Demokratische Union Deutschlands;;BÜNDNIS 90/DIE GRÜNEN;;Sozialdemokratische Partei Deutschlands;;Alternative für Deutschland;;Christlich-Soziale Union in Bayern e.V.;;DIE LINKE;;Freie Demokratische Partei;;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;;FREIE WÄHLER;;PARTEI MENSCH UMWELT TIERSCHUTZ;;Ökologisch-Demokratische Partei, Die Naturschutzpartei;;Familien-Partei Deutschlands;;Volt Deutschland;;Piratenpartei Deutschland;;MERA25 - Gemeinsam für Europäische Unabhängigkeit;;Die Heimat;;Aktion Partei für Tierschutz;;Partei für schulmedizinische Verjüngungsforschung;;Bündnis für Innovation & Gerechtigkeit;;Bündnis C - Christen für Deutschland;;Partei der Humanisten;;Menschliche Welt, für das Wohl und Glücklichsein aller;;Deutsche Kommunistische Partei;;Marxistisch-Leninistische Partei Deutschlands;;Sozialistische Gleichheitspartei, Vierte Internationale;;Aktion Bürger für Gerechtigkeit;;Basisdemokratische Partei Deutschland;;BÜNDNIS DEUTSCHLAND;;Bündnis Sahra Wagenknecht - Vernunft und Gerechtigkeit;;Demokratische Allianz für Vielfalt und Aufbruch;;Klimaliste Deutschland;;Parlament aufmischen – Stimme der Letzten Generation;;Partei der Vernunft;;Partei des Fortschritts;;V-Partei³ - Partei für Veränderung, Vegetarier und Veganer;;Übrige;;
12052;Cottbus, Stadt;12;76204;78559;48534;45012;639;717;47895;44295;7485;7179;2149;4327;6963;7057;13975;10911;;;2194;5576;1394;2180;1386;1366;767;686;690;712;121;185;526;719;669;249;177;313;84;143;162;287;284;189;24;258;17;21;70;69;94;81;96;84;52;118;13;58;8;6;48;;139;;277;;7490;;32;;40;;126;;61;;230;;52;;;1521;
12053;Frankfurt (Oder), Stadt;12;43181;44982;26962;22986;397;341;26565;22645;4691;3817;1200;2535;3306;3168;7374;4698;;;1751;4177;684;974;804;739;380;309;370;306;86;58;301;327;235;93;75;133;43;82;45;112;139;79;13;129;9;11;30;26;45;35;45;34;32;55;17;44;3;1;30;;26;;128;;4444;;15;;18;;69;;24;;105;;28;;;703;
12054;Potsdam, Stadt;12;138781;135094;100591;86270;996;719;99595;85551;14280;10733;15390;19813;15258;15230;13502;9322;;;6542;12502;4516;3698;3418;4229;1040;674;1724;1696;646;523;771;906;5247;1131;536;580;480;681;96;179;484;302;49;237;53;32;89;87;260;180;174;115;97;218;70;87;22;22;78;;244;;489;;11981;;56;;146;;777;;86;;796;;198;;;2374;
12060;Barnim;12;158062;151574;108509;88868;1488;1434;107021;87434;17764;14420;6545;10792;11915;13267;28815;17216;;;6303;13074;3261;3294;3079;2512;3561;3528;1760;1674;321;379;1065;1425;1671;351;348;467;195;374;206;508;676;365;68;457;53;27;108;79;194;112;245;121;111;267;25;42;24;27;118;;255;;545;;16461;;43;;95;;358;;82;;617;;134;;;2656;
12061;Dahme-Spreewald;12;143251;136836;97767;86332;1263;1639;96504;84693;18482;15148;5190;10181;12899;14191;26570;17545;;;3747;9904;3103;3731;2513;1926;1995;1775;1751;1787;303;396;1305;1747;1324;372;354;482;166;313;292;696;647;486;63;414;64;65;83;79;159;150;191;136;96;208;31;79;16;23;93;;205;;576;;13055;;113;;97;;243;;82;;574;;122;;;2859;
12062;Elbe-Elster;12;84038;86352;58048;51949;1209;1212;56839;50737;10922;11455;1302;3083;5795;8034;19933;12538;;;1842;5230;1339;2322;932;750;1546;1282;854;909;88;149;964;1306;390;186;192;254;51;91;251;562;409;291;45;300;37;21;106;70;47;46;114;87;40;82;27;44;21;13;88;;123;;291;;8625;;9;;39;;86;;71;;205;;55;;;1632;
12063;Havelland;12;136421;131243;88107;78129;992;1091;87115;77038;19966;15158;6550;11786;12183;13531;22056;13798;;;3413;7643;3169;3629;1792;1698;1520;1519;1454;1597;286;350;942;1334;1329;359;347;422;143;210;202;600;561;482;40;282;43;50;80;73;142;122;151;89;42;70;29;66;21;15;72;;167;;381;;8915;;66;;65;;264;;77;;531;;116;;;2155;
12064;Märkisch-Oderland;12;164094;159898;111781;95162;1584;1653;110197;93509;17788;15116;5351;10237;12247;14538;32704;19763;;;5669;14383;3130;4129;2676;2318;2456;1903;1964;1922;329;423;1489;1937;1263;376;360;446;154;348;284;548;844;538;82;536;68;22;108;78;138;128;223;163;84;266;40;70;25;21;135;;228;;640;;18420;;53;;87;;267;;135;;623;;133;;;3300;
12065;Oberhavel;12;178590;172533;120641;105536;1413;1600;119228;103936;24128;19391;7867;14385;16441;18401;31498;19441;;;4490;11380;4390;4722;2594;2484;2230;1995;2507;2256;348;483;1345;1799;2420;506;736;696;202;322;289;882;937;613;90;375;52;44;139;183;189;148;233;133;69;142;55;51;18;22;119;;222;;509;;13697;;65;;98;;302;;99;;688;;162;;;3082;
12066;Oberspreewald-Lausitz;12;89403;92588;57861;52558;1151;1167;56710;51391;10019;9840;1290;2951;6520;8918;20097;13596;;;2175;5932;1408;2194;955;912;1252;1148;887;869;113;178;809;1132;441;160;177;262;61;97;360;609;416;229;47;318;27;19;98;51;58;68;110;83;40;54;23;59;15;20;76;;100;;327;;8331;;17;;24;;89;;73;;216;;59;;;1692;
12067;Oder-Spree;12;149399;148367;100840;87721;1340;1583;99500;86138;16522;13944;3934;8455;12336;14108;31450;19212;;;4096;11529;2648;3847;2161;2049;2083;2316;1641;1614;563;449;1256;1889;1092;367;405;582;130;316;377;954;662;511;78;443;65;38;105;83;143;116;218;140;82;182;49;93;20;25;114;;196;;583;;15437;;36;;68;;199;;113;;546;;92;;;2876;
12068;Ostprignitz-Ruppin;12;82876;82700;53971;44207;1001;793;52970;43414;10549;8866;2337;4801;7543;8897;15872;7822;;;2375;5508;1270;1571;904;693;1405;992;764;660;118;146;636;795;407;127;174;222;101;123;139;334;382;224;28;177;22;15;54;34;65;45;109;51;36;51;18;38;10;21;59;;92;;246;;6761;;27;;46;;131;;48;;185;;57;;;1201;
12069;Potsdam-Mittelmark;12;180041;172790;129250;113815;1765;1823;127485;111992;26544;21752;11934;19140;19297;20940;26110;16468;;;4980;11415;6208;5755;2622;2498;2335;2207;1952;2007;475;488;1415;2058;2630;636;593;705;254;460;240;611;800;537;74;458;60;60;108;99;221;159;228;124;81;203;48;71;30;44;119;;300;;721;;15421;;49;;121;;401;;129;;797;;188;;;3097;
12070;Prignitz;12;62653;64169;40127;35814;756;661;39371;35153;7798;7441;1160;2889;5522;7459;12348;6730;;;1741;4101;925;1554;617;570;904;847;606;574;47;78;529;680;209;97;106;171;32;77;101;220;250;175;20;188;14;13;46;54;41;56;69;39;24;44;12;61;10;14;30;;65;;243;;5586;;8;;21;;80;;30;;147;;30;;;1021;
12071;Spree-Neiße;12;94005;96700;64604;59372;1290;1260;63314;58112;10894;10485;1348;3683;6712;9070;23961;17945;;;1980;5962;1624;2800;1171;930;1183;976;832;911;111;150;844;1214;418;189;148;220;53;93;305;449;426;331;47;336;24;22;66;63;68;66;124;93;39;124;17;53;12;25;82;;123;;349;;9807;;23;;31;;102;;69;;263;;58;;;1922;
12072;Teltow-Fläming;12;140618;135562;94436;81353;1497;1476;92939;79877;18282;14179;4859;9957;13395;14256;24538;15401;;;3810;9093;3360;3485;1998;1975;2272;1734;1914;1927;341;327;1480;1788;1241;371;326;489;121;250;216;472;804;583;66;354;47;35;106;105;160;115;243;102;77;133;39;75;26;30;108;;204;;531;;11193;;65;;70;;234;;104;;593;;116;;;2641;
12073;Uckermark;12;98530;99858;65799;54388;1204;1039;64595;53349;11307;11082;2102;4323;8051;10187;21169;11102;;;2871;6983;1351;1846;1318;819;1300;1110;884;792;95;141;858;1192;342;140;164;281;64;159;193;591;396;250;36;296;47;22;52;51;77;61;134;74;50;99;26;51;24;18;80;;101;;302;;10693;;27;;30;;141;;54;;192;;64;;;1679;
12;Brandenburg;99;2079124;2048606;1402541;1218096;20467;20648;1382074;1197448;253614;215523;82583;147224;181469;206259;380427;238417;;;61469;147670;44717;52762;31805;29213;29281;25908;23160;22753;4514;5017;16895;22675;22082;5854;5355;6886;2401;4213;3816;8739;9339;6312;894;5684;730;531;1481;1312;2169;1743;2779;1713;1085;2380;551;1064;310;355;1503;;2844;;7310;;191005;;725;;1133;;4008;;1364;;7525;;1731;;;37241;
;
13003;Rostock;13;168223;168169;105728;101031;1198;1356;104530;99675;17494;17268;9941;17632;13333;16635;19312;12351;;;8530;16747;3440;3581;3304;4406;806;1044;1650;1393;403;447;908;1457;3444;608;652;820;342;397;194;562;665;294;108;373;78;34;127;158;327;238;229;158;107;195;116;122;48;23;127;;320;;487;;16340;;72;;109;;510;;104;;708;;195;;;2732;
13004;Schwerin;13;77675;75984;50649;44832;622;530;50027;44302;9843;8650;3344;6137;7445;8221;11075;6986;;;2646;6606;1764;1842;1224;1051;407;726;510;556;110;166;433;533;971;218;252;372;90;114;96;234;285;145;60;178;33;36;77;74;101;70;96;77;59;123;34;47;16;7;63;;83;;173;;8151;;27;;51;;148;;40;;249;;71;;;1133;
13071;Mecklenburgische Seenplatte;13;213478;215869;139488;119010;2729;2513;136759;116497;29477;30486;4247;9622;12253;16235;43684;22803;;;6286;18042;2748;4446;1895;1851;1342;1793;1517;1436;247;305;1580;1960;1084;319;413;492;149;220;466;1208;915;455;116;637;99;40;190;164;172;138;303;174;115;166;78;133;51;44;215;;420;;628;;24987;;74;;101;;226;;153;;400;;128;;;3328;
13072;Landkreis Rostock;13;179788;175793;123284;107583;2208;2118;121076;105465;28034;27814;4989;10752;12455;16762;34160;18147;;;5054;13537;3347;4239;1936;1664;1255;1760;1415;1383;296;380;1502;1859;1157;346;409;499;154;212;312;1133;840;447;108;552;83;48;206;397;174;115;273;159;92;149;81;89;53;28;175;;371;;569;;20418;;49;;68;;236;;146;;520;;139;;;2994;
13073;Vorpommern-Rügen;13;187406;185938;118388;103257;2240;2437;116148;100820;27144;29362;4791;9459;9218;11764;35666;19721;;;5116;13477;2902;3867;2024;1774;1078;1229;1599;1550;213;249;1375;1836;1120;349;548;579;155;218;297;870;991;457;109;579;77;37;197;141;173;110;226;133;123;201;60;70;39;29;198;;232;;450;;19008;;42;;85;;199;;126;;462;;105;;;2759;
13074;Nordwestmecklenburg;13;130596;127880;86985;77174;1321;1722;85664;75452;18630;17240;4472;9175;10886;14920;22820;11945;;;3812;9755;2494;2819;1360;1286;874;841;976;967;182;255;1176;1358;1189;269;430;467;99;162;302;835;645;313;83;348;54;23;122;71;147;117;185;107;80;110;39;53;25;18;168;;176;;386;;12905;;65;;52;;207;;107;;400;;116;;;1998;
13075;Vorpommern-Greifswald;13;193122;193787;126793;111752;2298;2550;124495;109202;26211;28181;5720;9952;9209;13228;41860;23749;;;5263;13211;2853;4247;1929;2146;1047;1417;2503;2207;260;375;1480;1871;1706;433;391;471;158;261;760;2341;996;469;138;688;100;43;227;175;230;186;247;142;108;169;57;69;47;23;224;;235;;466;;18906;;52;;84;;362;;146;;417;;103;;;3148;
13076;Ludwigslust-Parchim;13;172031;172741;117029;104441;2323;2239;114706;102202;26937;25893;3496;8556;13174;19532;33251;17503;;;4863;13577;2800;4194;1438;1309;1327;1387;1263;1348;194;262;1555;1921;784;307;416;487;87;135;510;1338;764;443;91;513;60;27;184;180;137;105;225;131;89;131;50;76;50;23;183;;191;;497;;19073;;112;;64;;175;;150;;396;;120;;;2824;
13;Mecklenburg-Vorpommern;99;1322319;1316161;868344;769080;14939;15465;853405;753615;183770;184894;41000;81285;87973;117297;241828;133205;;;41570;104952;22348;29235;15110;15487;8136;10197;11433;10840;1905;2439;10009;12795;11455;2849;3511;4187;1234;1719;2937;8521;6101;3023;813;3868;584;288;1330;1360;1461;1079;1784;1081;773;1244;515;659;329;195;1353;;2028;;3656;;139788;;493;;614;;2063;;972;;3552;;977;;;20916;
;
14511;Chemnitz, Stadt;14;187698;193089;125968;120497;1315;1542;124653;118955;24881;23868;7723;13317;11644;12314;35145;27980;;;6743;16515;3377;6133;3532;4598;1594;1793;1757;1797;485;824;1097;1540;1928;746;526;744;221;433;260;633;612;341;99;427;56;46;564;562;389;326;248;196;110;161;49;101;24;35;120;;369;;603;;18953;;74;;103;;360;;159;;647;;201;;;3525;
14521;Erzgebirgskreis;14;273746;283006;190669;182031;3524;4611;187145;177420;44761;48621;3587;9430;9026;13628;71704;49827;;;6077;18887;3264;7938;2693;2794;6909;7598;2093;2468;464;919;1788;2734;1006;545;463;754;114;237;798;2304;829;652;103;747;67;44;1943;1499;232;229;306;268;90;163;38;89;31;43;148;;373;;860;;26173;;58;;60;;175;;204;;519;;189;;;5002;
14522;Mittelsachsen;14;245295;251968;171087;161854;2536;3457;168551;158397;39509;42234;4669;9898;9681;12493;61463;45066;;;6379;16819;3541;7384;2736;2979;5644;6351;2102;2204;426;888;1816;2245;1434;575;606;737;164;291;503;1472;802;578;96;694;51;58;556;472;295;241;292;210;104;144;49;89;34;23;162;;390;;861;;22935;;40;;69;;210;;169;;619;;144;;;4252;
14523;Vogtlandkreis;14;183061;189613;121835;115940;1712;2524;120123;113416;29565;29904;3174;8194;7817;11234;40969;27082;;;4223;13797;2412;5502;1971;2063;2635;2898;1605;2189;282;820;1188;1663;754;390;297;513;75;198;352;706;649;493;61;471;44;29;948;803;172;132;201;193;65;102;39;87;15;24;97;;251;;706;;18658;;30;;60;;165;;138;;393;;112;;;3929;
14524;Zwickau;14;253823;264125;170973;159475;2292;3549;168681;155926;39077;40838;4846;11191;11018;14183;58708;37609;;;5839;18838;3741;7799;3184;3397;5737;5756;2309;3013;447;867;1561;2088;1141;576;508;626;115;250;440;1395;850;681;97;604;60;39;1069;820;213;184;277;250;77;160;68;140;31;25;138;;415;;914;;24574;;50;;59;;225;;126;;612;;155;;;4597;
14612;Dresden, Stadt;14;429624;428979;312620;294298;2319;2881;310301;291417;60634;54477;36821;51485;26872;24539;69353;57588;;;17738;36287;10029;14684;10841;13837;5562;6733;4292;3649;1464;3397;2227;2595;13175;4243;4554;3221;1059;1819;509;1375;1011;618;267;877;173;88;663;636;1042;889;517;396;185;270;106;214;64;73;220;;889;;1961;;32784;;139;;351;;1770;;281;;2182;;566;;;7427;
14625;Bautzen;14;244658;249292;170721;162461;2768;4072;167953;158389;39835;39296;4451;8986;8507;10874;65882;50797;;;5324;16218;3372;7834;2873;2728;4700;5270;2034;2176;386;1080;2225;2829;1373;515;673;738;129;330;635;1217;724;484;71;792;86;65;460;408;218;204;360;281;72;147;50;88;37;33;206;;386;;905;;20633;;52;;64;;230;;163;;688;;149;;;4999;
14626;Görlitz;14;202526;209406;137929;132908;2125;3264;135804;129644;32188;32282;3809;8215;5945;8510;54431;41988;;;4527;13039;2222;4837;2212;2464;3194;3637;1863;2051;276;700;1833;2484;1078;421;488;610;126;284;537;1186;661;575;126;730;54;51;528;490;158;182;300;270;60;124;34;74;25;29;147;;391;;734;;16731;;41;;50;;215;;190;;493;;137;;;4411;
14627;Meißen;14;197775;199321;137938;128305;1896;2606;136042;125699;31051;29621;5347;9993;7414;9015;51273;39018;;;4362;12327;3316;6338;2343;2347;3346;3620;1708;1866;372;1142;1663;1932;1751;561;614;667;131;272;499;1308;616;448;85;564;68;60;275;271;212;166;272;210;60;102;58;85;22;19;161;;352;;967;;16398;;44;;83;;251;;174;;613;;141;;;3747;
14628;Sächsische Schweiz-Osterzgebirge;14;201527;201720;141753;135002;2010;2860;139743;132142;31195;30801;4623;9292;6447;8342;55229;43478;;;4225;12255;2816;6168;2133;2213;4496;5417;1690;1893;367;868;1441;1932;1443;602;613;626;131;301;501;1726;652;451;94;637;49;47;325;263;232;178;235;248;53;129;35;84;25;19;148;;383;;974;;17957;;47;;52;;244;;144;;593;;151;;;4172;
14713;Leipzig, Stadt;14;464186;454329;324314;279855;2531;3360;321783;276495;53449;44611;43792;55819;30878;29478;58405;42954;;;33664;41364;9832;11631;13831;15648;3395;4160;5583;4423;1361;2148;2339;2667;12246;3032;2072;2207;2368;2348;368;846;1394;833;210;834;168;107;581;480;1231;860;577;458;285;309;198;300;84;84;214;;774;;1460;;33945;;149;;468;;3146;;315;;2253;;748;;;8894;
14729;Leipzig;14;215614;213888;149066;132163;1864;2783;147202;129380;36476;34424;5842;10310;10897;12920;48015;32594;;;5786;13918;3729;5959;2671;2345;4029;3880;2068;1999;314;574;1774;2067;1530;558;488;596;137;289;342;975;740;547;88;586;81;48;242;220;196;151;260;204;76;127;53;86;34;31;186;;374;;829;;18445;;45;;79;;287;;151;;753;;185;;;3972;
14730;Nordsachsen;14;162115;162384;108206;94871;1683;2339;106523;92532;25288;23753;3155;6277;7692;9426;39371;24687;;;4053;10024;2454;4358;1750;1535;2807;3260;1439;1288;196;340;1371;1497;733;263;329;445;58;148;310;1068;540;397;66;466;39;31;120;91;141;116;167;127;52;92;35;65;27;29;130;;201;;630;;12483;;34;;54;;171;;82;;431;;114;;;2749;
14;Sachsen;99;3261648;3301120;2263079;2099660;28575;39848;2234504;2059812;487909;474730;131839;212407;153838;176956;709948;520668;;;108940;240288;54105;96565;52770;58948;54048;60373;30543;31016;6840;14567;22323;28273;39592;13027;12231;12484;4828;7200;6054;16211;10080;7098;1463;8429;996;713;8274;7015;4731;3858;4012;3311;1289;2030;812;1502;453;467;2077;;5548;;12404;;280669;;803;;1552;;7449;;2296;;10796;;2992;;;61676;
;
15001;Dessau-Roßlau, Stadt;15;64065;66949;39383;36512;652;798;38731;35714;8767;8288;1965;3754;3864;4400;10644;7303;;;1775;4937;1097;1789;683;637;484;492;683;637;92;117;506;589;337;163;168;162;50;70;104;240;293;189;12;262;23;24;40;30;44;67;79;64;27;44;36;40;16;19;47;;79;;183;;6249;;25;;37;;93;;41;;147;;41;;;1397;
15002;Halle (Saale), Stadt;15;181487;185329;113954;106938;1266;1561;112688;105377;20841;18783;10950;17907;11618;11965;23356;16930;;;8130;16456;3437;5462;3667;4718;1339;1452;1905;1688;341;604;1053;1214;5184;931;501;616;469;767;152;324;634;416;79;506;47;60;153;159;401;332;202;150;85;160;97;155;33;33;81;;365;;498;;15232;;51;;142;;695;;101;;658;;191;;;3589;
15003;Magdeburg, Landeshauptstadt;15;182570;188108;111343;102815;1124;1615;110219;101200;21747;19188;8064;14670;11850;14518;24210;16283;;;5991;15170;3199;4633;3159;4146;957;871;2537;2051;298;409;1083;1329;3544;882;522;646;229;508;162;402;872;482;89;530;48;48;97;103;324;277;213;141;92;112;95;146;32;38;80;;256;;589;;18225;;95;;111;;513;;93;;675;;168;;;3617;
15081;Altmarkkreis Salzwedel;15;67825;69354;43293;38977;674;889;42619;38088;10036;9374;1356;3339;4179;5410;12424;6538;;;2378;6263;976;1691;726;703;620;488;534;513;64;137;705;772;236;154;135;180;61;91;102;199;260;178;27;280;19;26;43;45;45;42;100;87;26;44;22;44;13;16;44;;180;;188;;6662;;9;;35;;128;;46;;195;;45;;;1474;
15082;Anhalt-Bitterfeld;15;130516;135013;80372;71757;1278;1860;79094;69897;18820;17382;1879;4537;5934;8225;27391;15786;;;3786;9949;1833;3256;1141;1158;1714;1678;1253;1280;105;158;1199;1313;424;212;248;268;62;135;211;461;671;442;60;557;23;38;68;79;95;88;160;106;38;99;54;98;18;25;96;;137;;338;;10810;;28;;41;;87;;73;;219;;78;;;2567;
15083;Börde;15;141290;142547;89077;76206;1454;1665;87623;74541;21295;19072;2267;5605;7731;10302;28094;15221;;;3386;9456;2035;3565;1392;1428;1236;1188;1431;1288;131;251;1384;1548;649;288;287;303;70;157;224;469;684;473;44;464;31;38;79;83;102;105;191;117;52;95;41;77;25;36;97;;214;;524;;13223;;39;;59;;120;;82;;339;;65;;;2912;
15084;Burgenlandkreis;15;143572;148580;89268;82394;1401;2136;87867;80258;20235;18973;2034;4930;6193;8803;31686;19749;;;3691;10738;2017;3975;1282;1379;1183;1499;1308;1291;112;264;1289;1642;503;280;258;353;53;153;290;1023;668;473;48;702;25;57;104;109;96;93;157;166;42;99;50;98;23;41;132;;340;;497;;12870;;48;;45;;133;;101;;271;;83;;;3368;
15085;Harz;15;176912;182756;109417;97792;1616;2355;107801;95437;26590;25440;3609;8723;9732;12593;32088;17111;;;4729;13851;2269;4079;2046;1849;1860;1308;1733;1754;179;339;1560;1669;799;341;333;416;96;217;265;546;834;555;62;636;47;52;141;112;129;130;250;164;51;99;48;92;24;41;108;;299;;504;;16489;;33;;70;;190;;95;;420;;119;;;3320;
15086;Jerichower Land;15;75005;75723;48426;41481;791;1135;47635;40346;11474;10153;1399;3282;4207;5602;14718;7831;;;1813;5802;1176;1951;809;649;754;663;798;692;61;90;680;737;311;149;130;152;45;110;113;207;330;243;30;264;18;26;42;40;51;46;86;63;25;41;32;30;10;17;42;;85;;227;;7787;;16;;28;;75;;49;;168;;46;;;1506;
15087;Mansfeld-Südharz;15;111630;115994;66256;62291;988;1754;65268;60537;15238;13623;1072;3195;5152;7345;23699;15312;;;2945;9239;1280;3076;872;970;758;905;895;1019;62;154;989;1139;284;194;169;206;38;94;239;458;471;455;33;482;26;38;75;50;69;56;120;93;29;88;25;80;18;26;81;;128;;285;;9824;;20;;27;;70;;68;;154;;53;;;2240;
15088;Saalekreis;15;153000;154540;99465;88259;1776;2306;97689;85953;22903;20518;2723;5886;6843;9383;34058;20915;;;3820;11362;2604;5243;1343;1480;1298;1342;1463;1424;147;215;1481;1654;703;291;292;362;70;203;264;550;754;527;63;630;43;55;75;79;135;131;195;116;59;155;57;102;22;30;97;;302;;485;;14475;;143;;41;;150;;89;;397;;95;;;3300;
15089;Salzlandkreis;15;154966;161192;89692;80658;1600;2206;88092;78452;20194;19223;1942;5326;7075;9814;30278;16992;;;4050;11589;2242;4147;1199;1275;1011;932;1516;1535;102;154;1279;1429;503;311;247;275;56;176;215;523;686;523;53;536;30;45;137;124;102;122;174;111;45;89;63;81;16;44;97;;147;;399;;13563;;39;;48;;122;;91;;285;;86;;;3076;
15090;Stendal;15;90977;93514;57612;50842;872;1044;56740;49798;12404;11632;1663;4103;5136;6939;18753;9638;;;2770;7543;1295;2430;846;904;1175;785;722;802;88;143;904;1065;358;203;204;192;46;125;148;266;360;266;34;388;23;38;81;107;60;62;134;80;28;66;38;57;25;35;71;;136;;283;;8449;;16;;36;;110;;65;;228;;51;;;1929;
15091;Wittenberg;15;103717;106738;66609;61436;1120;1520;65489;59916;17109;14789;1947;4088;5147;7144;20554;13075;;;2796;7727;1377;2445;993;1089;2358;3273;892;912;84;134;804;911;416;228;207;264;36;103;207;551;432;287;33;411;17;28;59;83;66;56;104;78;41;72;22;67;9;33;61;;129;;276;;8761;;27;;70;;105;;60;;238;;52;;;2068;
15;Sachsen-Anhalt;99;1777532;1826337;1104167;998358;16612;22844;1087555;975514;247653;226438;42870;89345;94661;122443;331953;198684;;;52060;140082;26837;47742;20158;22385;16747;16876;17670;16886;1866;3169;14916;17011;14251;4627;3701;4395;1381;2909;2696;6219;7949;5509;667;6648;420;573;1194;1203;1719;1607;2165;1536;640;1263;680;1167;284;434;1134;;2797;;5276;;162619;;589;;790;;2591;;1054;;4394;;1173;;;36363;
;
16051;Erfurt, Stadt;16;163707;165659;103289;100627;671;1454;102618;99173;22547;19565;8616;14638;10622;12137;21170;16672;;;8933;15662;2648;4678;3090;4014;1007;1785;1364;1435;499;640;956;1051;2578;627;804;983;309;392;111;312;496;289;75;262;33;42;162;275;212;173;156;154;72;119;79;241;18;16;75;;187;;434;;13934;;38;;112;;450;;96;;555;;180;;;3011;
16052;Gera, Stadt;16;73232;76771;42262;43578;340;702;41922;42876;8381;7806;1504;3048;3055;3961;13822;12698;;;2797;7421;827;1855;931;1361;322;668;466;556;124;174;381;557;390;148;110;199;31;93;102;328;251;144;32;189;14;17;57;44;50;48;62;81;21;65;45;72;5;14;47;;75;;398;;7249;;17;;20;;88;;33;;173;;42;;;1329;
16053;Jena, Stadt;16;81196;82364;55040;53518;289;575;54751;52943;8773;8324;7898;10779;5720;6368;7888;6738;;;5430;8292;2146;3444;1934;2846;567;633;547;636;266;425;312;419;3430;647;393;494;247;408;59;123;147;90;37;226;25;25;96;76;159;196;81;73;28;58;35;125;8;15;31;;188;;238;;7245;;19;;69;;360;;32;;270;;73;;;1483;
16054;Suhl, Stadt;16;28785;30717;16304;17351;126;292;16178;17059;3259;4240;428;1425;1377;1942;5039;3146;;;1067;3333;271;553;203;301;310;533;122;215;67;89;122;199;120;49;48;78;13;35;20;95;79;60;11;72;2;9;11;27;9;26;30;26;21;39;16;33;3;7;25;;30;;70;;3254;;14;;10;;25;;15;;66;;21;;;527;
16055;Weimar, Stadt;16;50119;49921;32188;31460;221;403;31967;31057;5844;6223;3994;6027;3309;3556;5762;4350;;;2858;4675;812;1278;1050;1261;256;328;364;455;133;183;239;331;888;242;241;297;236;252;37;197;140;66;22;107;23;7;58;79;91;70;45;53;26;40;15;66;1;5;19;;136;;156;;4738;;20;;44;;216;;10;;137;;47;;;909;
16061;Eichsfeld;16;85092;85378;55186;56490;338;997;54848;55493;22181;23347;1592;4048;2976;4508;14756;10352;;;1722;3954;1248;2345;658;689;1508;1670;314;522;233;465;511;892;387;154;108;212;22;60;144;687;152;95;24;188;17;12;70;61;49;54;60;45;11;23;24;37;3;6;33;;81;;187;;5494;;26;;33;;49;;32;;103;;40;;;1067;
16062;Nordhausen;16;66477;69807;37608;41083;297;793;37311;40290;8029;9332;1105;3015;3514;5373;12180;8992;;;2389;6489;789;1799;629;745;290;509;347;619;67;151;360;614;245;139;104;160;31;65;94;414;166;145;24;173;11;11;38;66;44;33;47;58;15;41;34;106;8;10;37;;54;;179;;6247;;12;;29;;59;;23;;84;;27;;;1231;
16063;Wartburgkreis;16;127994;131727;79076;81412;684;1659;78392;79753;21267;20732;2165;5958;6233;8991;25658;17739;;;3530;10646;1203;3146;1218;1443;1620;2563;692;1084;152;298;706;1114;518;255;227;361;56;127;521;1921;350;220;33;298;16;22;113;104;70;100;121;141;30;73;59;192;8;19;89;;198;;327;;10712;;35;;31;;138;;43;;182;;71;;;2206;
16064;Unstrut-Hainich-Kreis;16;78861;80117;47136;47147;437;1014;46699;46133;10800;11772;1276;3213;4738;5662;14246;10810;;;2312;5919;830;2087;725;745;1640;1680;445;631;92;159;547;776;288;143;130;205;21;66;97;315;242;135;26;184;17;14;61;45;34;37;53;73;19;47;26;84;5;18;91;;65;;200;;7359;;9;;29;;71;;35;;123;;47;;;1313;
16065;Kyffhäuserkreis;16;60778;63063;36261;37495;433;1049;35828;36446;7461;8740;608;1707;3822;4903;12780;8471;;;2031;5896;475;1340;481;503;467;919;365;556;58;120;381;547;162;98;98;172;20;42;195;751;192;147;16;142;9;18;37;29;31;49;38;64;15;45;20;60;6;9;31;;59;;174;;5610;;13;;17;;46;;28;;62;;20;;;1118;
16066;Schmalkalden-Meiningen;16;100994;104437;59295;63883;439;1456;58856;62427;12423;16264;1559;4357;5447;8279;19903;13895;;;2704;8222;1143;2463;877;1064;1325;1787;525;885;176;245;567;984;324;178;260;333;39;122;120;498;257;193;25;225;17;21;105;157;59;74;75;111;22;72;32;109;8;12;80;;123;;279;;9981;;32;;19;;98;;38;;171;;43;;;1877;
16067;Gotha;16;105586;107910;64623;64599;567;1409;64056;63190;14189;15260;1800;4762;7467;8949;20591;14385;;;2925;7840;1149;2462;1213;1378;1052;1721;666;890;145;255;665;928;477;229;260;437;41;105;155;644;391;229;37;239;18;24;112;91;63;77;100;112;26;47;46;108;12;20;74;;174;;286;;9423;;20;;40;;126;;55;;199;;59;;;1998;
